pokemon_id,move_id,name,level
594,182,Protect,21
594,352,Water Pulse,25
594,358,Wake-Up Slap,29
594,487,Soak,33
594,273,Wish,37
594,362,Brine,41
594,219,Safeguard,45
594,270,Helping Hand,49
594,469,Wide Guard,53
594,361,Healing Wish,57
594,56,Hydro Pump,61
334,143,Sky Attack,Start
334,365,Pluck,Start
334,64,Peck,Start
334,45,Growl,Start
334,310,Astonish,Start
334,47,Sing,Start
334,310,Astonish,4
334,47,Sing,8
334,31,Fury Attack,10
334,219,Safeguard,13
334,54,Mist,15
334,496,Round,18
334,363,Natural Gift,21
334,36,Take Down,25
334,287,Refresh,29
334,349,Dragon Dance,34
334,225,Dragon Breath,35
334,538,Cotton Guard,42
334,406,Dragon Pulse,48
334,195,Perish Song,57
334,585,Moonblast,60
334,143,Sky Attack,64
698,45,Growl,Start
698,181,Powder Snow,Start
698,86,Thunder Wave,5
698,88,Rock Throw,10
698,196,Icy Wind,13
698,36,Take Down,15
698,54,Mist,18
698,62,Aurora Beam,20
698,246,Ancient Power,26
698,496,Round,30
698,419,Avalanche,34
698,258,Hail,38
698,267,Nature Power,41
698,227,Encore,44
698,113,Light Screen,47
698,58,Ice Beam,50
698,63,Hyper Beam,57
698,59,Blizzard,65
424,10,Scratch,Start
424,39,Tail Whip,Start
424,28,Sand-Attack,Start
424,310,Astonish,Start
424,28,Sand-Attack,4
424,310,Astonish,8
424,226,Baton Pass,11
424,321,Tickle,15
424,154,Fury Swipes,18
424,129,Swift,22
424,103,Screech,25
424,97,Agility,29
424,458,Double Hit,32
424,374,Fling,36
424,417,Nasty Plot,39
424,387,Last Resort,43
591,71,Absorb,Start
591,74,Growth,Start
591,310,Astonish,Start
591,117,Bide,Start
591,74,Growth,6
591,310,Astonish,8
591,117,Bide,12
591,72,Mega Drain,15
591,275,Ingrain,18
591,185,Feint Attack,20
591,230,Sweet Scent,24
591,202,Giga Drain,28
591,92,Toxic,32
591,235,Synthesis,35
591,499,Clear Smog,43
591,76,Solar Beam,49
591,476,Rage Powder,54
591,78,Spore,62
181,192,Zap Cannon,Start
181,602,Magnetic Flux,Start
181,569,Ion Deluge,Start
181,7,Fire Punch,Start
181,33,Tackle,Start
181,45,Growl,Start
181,86,Thunder Wave,Start
181,84,Thunder Shock,Start
181,86,Thunder Wave,4
181,84,Thunder Shock,8
181,178,Cotton Spore,11
181,268,Charge,16
181,36,Take Down,20
181,486,Electro Ball,25
181,109,Confuse Ray,29
181,9,Thunder Punch,30
181,408,Power Gem,35
181,435,Discharge,40
181,538,Cotton Guard,46
181,324,Signal Beam,51
181,113,Light Screen,57
181,9,Thunder,62
347,10,Scratch,Start
347,106,Harden,Start
347,300,Mud Sport,7
347,55,Water Gun,13
347,232,Metal Claw,19
347,182,Protect,25
347,246,Ancient Power,31
347,210,Fury Cutter,37
347,163,Slash,43
347,350,Rock Blast,49
347,306,Crush Claw,55
347,404,X-Scissor,61
024,423,Ice Fang,Start
024,422,Thunder Fang,Start
024,424,Fire Fang,Start
024,35,Wrap,Start
024,43,Leer,Start
024,40,Poison Sting,Start
024,44,Bite,Start
024,242,Crunch,22
024,254,Stockpile,27
024,256,Swallow,27
024,255,Spit Up,27
024,491,Acid Spray,32
024,426,Mud Bomb,39
024,380,Gastro Acid,44
024,114,Haze,51
024,489,Coil,56
024,441,Gunk Shot,63
059,422,Thunder Fang,Start
059,44,Bite,Start
059,46,Roar,Start
059,316,Odor Sleuth,Start
059,424,Fire Fang,Start
059,245,Extreme Speed,34
493,69,Seismic Toss,Start
493,322,Cosmic Power,Start
493,363,Natural Gift,Start
493,356,Gravity,10
493,304,Hyper Voice,30
493,245,ExtremeSpeed,40
493,287,Refresh,50
493,105,Recover,70
493,63,Hyper Beam,80
493,195,Perish Song,90
493,449,Judgment,100
566,98,Quick Attack,Start
566,43,Leer,Start
566,17,Wing Attack,Start
566,88,Rock Throw,5
566,104,Double Team,8
566,184,Scary Face,11
566,365,Pluck,15
566,246,AncientPower,18
566,97,Agility,21
566,501,Quick Guard,25
566,512,Acrobatics,28
566,225,DragonBreath,31
566,242,Crunch,35
566,283,Endeavor,38
566,369,U-turn,41
566,157,Rock Slide,45
566,337,Dragon Claw,48
566,37,Thrash,51
567,98,Quick Attack,Start
567,43,Leer,Start
567,17,Wing Attack,Start
567,88,Rock Throw,Start
567,88,Rock Throw,5
567,104,Double Team,8
567,184,Scary Face,11
567,365,Pluck,15
567,246,AncientPower,18
567,97,Agility,21
567,501,Quick Guard,25
567,512,Acrobatics,28
567,225,DragonBreath,31
567,242,Crunch,35
567,283,Endeavor,40
567,369,U-turn,45
567,157,Rock Slide,51
567,337,Dragon Claw,56
567,37,Thrash,61
168,599,Venom Drench,Start
168,565,Fell Stinger,Start
168,450,Bug Bite,Start
168,40,Poison Sting,Start
168,81,String Shot,Start
168,184,Scary Face,Start
168,132,Constrict,Start
168,184,Scary Face,5
168,132,Constrict,8
168,141,Leech Life,12
168,101,Night Shade,15
168,425,Shadow Sneak,19
168,154,Fury Swipes,23
168,389,Sucker Punch,28
168,169,Spider Web,32
168,97,Agility,37
168,42,Pin Missile,41
168,94,Psychic,46
168,398,Poison Jab,50
168,440,Cross Poison,55
168,564,Sticky Web,58
348,10,Scratch,Start
348,106,Harden,Start
348,300,Mud Sport,Start
348,55,Water Gun,Start
348,300,Mud Sport,7
348,55,Water Gun,13
348,232,Metal Claw,19
348,182,Protect,25
348,246,AncientPower,31
348,210,Fury Cutter,37
348,163,Slash,46
348,350,Rock Blast,55
348,306,Crush Claw,67
348,404,X-Scissor,73
683,597,Aromatic Mist,Start
683,505,Heal Pulse,Start
683,230,Sweet Scent,Start
683,584,Fairy Wind,Start
683,186,Sweet Kiss,6
683,316,Odor Sleuth,8
683,497,Echoed Voice,13
683,347,Calm Mind,17
683,577,Draining Kiss,21
683,312,Aromatherapy,25
683,213,Attract,29
683,585,Moonblast,31
683,204,Charm,35
683,175,Flail,38
683,581,Misty Terrain,42
683,285,Skill Swap,44
683,94,Psychic,48
683,574,Disarming Voice,50
683,115,Reflect,57
683,244,Psych Up,64
304,33,Tackle,Start
304,106,Harden,Start
304,189,Mud-Slap,4
304,29,Headbutt,8
304,232,Metal Claw,11
304,334,Iron Defense,15
304,46,Roar,18
304,36,Take Down,22
304,442,Iron Head,25
304,182,Protect,29
304,319,Metal Sound,32
304,231,Iron Tail,36
304,475,Autotomize,39
304,484,Heavy Slam,43
304,38,Double-Edge,46
304,368,Metal Burst,50
144,355,Roost,Start
144,542,Hurricane,Start
144,573,Freeze-Dry,Start
144,366,Tailwind,Start
144,329,Sheer Cold,Start
144,16,Gust,Start
144,181,Powder Snow,Start
144,54,Mist,8
144,420,Ice Shard,15
144,170,Mind Reader,22
144,246,Ancient Power,29
144,97,Agility,36
144,58,Ice Beam,43
144,115,Reflect,50
144,258,Hail,57
144,366,Tailwind,64
144,59,Blizzard,71
144,329,Sheer Cold,78
144,355,Roost,85
144,542,Hurricane,92
531,387,Last Resort,Start
531,589,Play Nice,Start
531,1,Pound,Start
531,45,Growl,Start
531,270,Helping Hand,Start
531,287,Refresh,5
531,3,Double Slap,10
531,213,Attract,15
531,290,Secret Power,20
531,494,Entrainment,25
531,36,Take Down,30
531,505,Heal Pulse,35
531,495,After You,40
531,493,Simple Beam,45
531,38,Double-Edge,50
531,387,Last Resort,55
699,573,Freeze-Dry,Start
699,45,Growl,Start
699,181,Powder Snow,Start
699,86,Thunder Wave,5
699,88,Rock Throw,10
699,196,Icy Wind,13
699,36,Take Down,15
699,54,Mist,18
699,62,Aurora Beam,20
699,246,Ancient Power,26
699,496,Round,30
699,419,Avalanche,34
699,258,Hail,38
699,267,Nature Power,43
699,227,Encore,46
699,113,Light Screen,50
699,58,Ice Beam,56
699,63,Hyper Beam,63
699,59,Blizzard,74
699,573,Freeze-Dry,77
713,334,Iron Defense,Start
713,130,Skull Bash,Start
713,242,Crunch,Start
713,33,Tackle,Start
713,44,Bite,Start
713,106,Harden,Start
713,181,Powder Snow,5
713,196,Icy Wind,10
713,36,Take Down,15
713,159,Sharpen,20
713,174,Curse,22
713,423,Ice Fang,26
713,301,Ice Ball,30
713,229,Rapid Spin,35
713,419,Avalanche,42
713,59,Blizzard,46
713,105,Recover,51
713,38,Double-Edge,56
713,130,Skull Bash,60
713,242,Crunch,65
610,10,Scratch,Start
610,43,Leer,4
610,372,Assurance,7
610,82,Dragon Rage,10
610,530,Dual Chop,13
610,184,Scary Face,16
610,163,Slash,20
610,206,False Swipe,24
610,337,Dragon Claw,28
610,349,Dragon Dance,32
610,269,Taunt,36
610,406,Dragon Pulse,41
610,14,Swords Dance,46
610,12,Guillotine,51
610,200,Outrage,56
610,416,Giga Impact,61
482,363,Natural Gift,Start
482,387,Last Resort,Start
482,156,Rest,Start
482,93,Confusion,Start
482,286,Imprison,?
482,197,Detect,?
482,129,Swift,?
482,253,Uproar,?
482,248,Future Sight,?
482,417,Nasty Plot,?
482,326,Extrasensory,51
482,387,Last Resort,61
482,363,Natural Gift,66
482,153,Explosion,76
184,33,Tackle,Start
184,61,Bubble,Start
184,39,Tail Whip,Start
184,346,Water Sport,Start
184,55,Water Gun,Start
184,39,Tail Whip,2
184,346,Water Sport,5
184,55,Water Gun,7
184,111,Defense Curl,10
184,205,Rollout,10
184,61,Bubble Beam,13
184,270,Helping Hand,16
184,401,Aqua Tail,21
184,38,Double-Edge,25
184,392,Aqua Ring,31
184,240,Rain Dance,35
184,276,Superpower,42
184,56,Hydro Pump,46
184,583,Play Rough,50
298,150,Splash,Start
298,39,Tail Whip,2
298,346,Water Sport,5
298,204,Charm,10
298,270,Helping Hand,16
298,21,Slam,20
298,340,Bounce,23
371,82,Rage,Start
371,44,Bite,5
371,43,Leer,10
371,29,Headbutt,16
371,116,Focus Energy,20
371,52,Ember,25
371,225,Dragon Breath,31
371,428,Zen Headbutt,35
371,184,Scary Face,40
371,242,Crunch,46
371,337,Dragon Claw,50
371,38,Double-Edge,55
343,106,Harden,Start
343,93,Confusion,Start
343,229,Rapid Spin,4
343,189,Mud-Slap,7
343,317,Rock Tomb,10
343,60,Psybeam,13
343,379,Power Trick,17
343,246,Ancient Power,21
343,120,Self-Destruct,25
343,326,Extrasensory,28
343,322,Cosmic Power,31
343,470,Guard Split,34
343,471,Power Split,34
343,414,Earth Power,37
343,201,Sandstorm,41
343,377,Heal Block,45
343,153,Explosion,49
354,282,Knock Off,Start
354,103,Screech,Start
354,101,Night Shade,Start
354,174,Curse,Start
354,103,Screech,4
354,101,Night Shade,7
354,180,Spite,10
354,261,Will-O-Wisp,13
354,425,Shadow Sneak,16
354,174,Curse,19
354,185,Feint Attack,22
354,506,Hex,26
354,247,Shadow Ball,30
354,389,Sucker Punch,34
354,373,Embargo,40
354,289,Snatch,46
354,288,Grudge,52
354,271,Trick,58
689,444,Stone Edge,Start
689,130,Skull Bash,Start
689,504,Shell Smash,Start
689,10,Scratch,Start
689,28,Sand Attack,Start
689,55,Water Gun,4
689,110,Withdraw,7
689,154,Fury Swipes,10
689,163,Slash,13
689,189,Mud-Slap,18
689,128,Clamp,20
689,397,Rock Polish,24
689,246,Ancient Power,28
689,468,Hone Claws,32
689,210,Fury Cutter,37
689,400,Night Slash,44
689,534,Razor Shell,48
689,238,Cross Chop,55
689,444,Stone Edge,60
689,130,Skull Bash,65
339,189,Mud-Slap,Start
339,300,Mud Sport,6
339,346,Water Sport,6
339,55,Water Gun,10
339,426,Mud Bomb,14
339,133,Amnesia,18
339,352,Water Pulse,22
339,222,Magnitude,26
339,156,Rest,31
339,173,Snore,31
339,401,Aqua Tail,35
339,89,Earthquake,39
339,248,Future Sight,43
339,90,Fissure,47
550,37,Thrash,Start
550,175,Flail,Start
550,39,Tail Whip,Start
550,33,Tackle,Start
550,55,Water Gun,Start
550,253,Uproar,4
550,29,Headbutt,7
550,44,Bite,10
550,453,Aqua Jet,13
550,498,Chip Away,16
550,36,Take Down,20
550,242,Crunch,24
550,401,Aqua Tail,28
550,487,Soak,32
550,38,Double-Edge,36
550,184,Scary Face,41
550,175,Flail,46
550,515,Final Gambit,50
550,37,Thrash,56
411,33,Tackle,Start
411,182,Protect,Start
411,269,Taunt,Start
411,319,Metal Sound,Start
411,269,Taunt,6
411,319,Metal Sound,10
411,36,Take Down,15
411,334,Iron Defense,19
411,207,Swagger,24
411,246,AncientPower,28
411,335,Block,30
411,203,Endure,36
411,368,Metal Burst,43
411,442,Iron Head,51
411,484,Heavy Slam,58
153,33,Tackle,Start
153,45,Growl,Start
153,75,Razor Leaf,Start
153,77,PoisonPowder,Start
153,75,Razor Leaf,6
153,77,PoisonPowder,9
153,235,Synthesis,12
153,115,Reflect,18
153,345,Magical Leaf,22
153,363,Natural Gift,26
153,230,Sweet Scent,32
153,113,Light Screen,36
153,34,Body Slam,40
153,219,Safeguard,46
153,312,Aromatherapy,50
153,76,SolarBeam,54
614,329,Sheer Cold,Start
614,37,Thrash,Start
614,276,Superpower,Start
614,453,Aqua Jet,Start
614,45,Growl,Start
614,181,Powder Snow,Start
614,117,Bide,Start
614,196,Icy Wind,Start
614,589,Play Nice,9
614,196,Icy Wind,13
614,154,Fury Swipes,17
614,362,Brine,21
614,203,Endure,25
614,207,Swagger,29
614,163,Slash,33
614,175,Flail,36
614,556,Icicle Crash,37
614,156,Rest,41
614,59,Blizzard,45
614,258,Hail,53
614,37,Thrash,59
614,329,Sheer Cold,66
267,71,Absorb,Start
267,71,Absorb,10
267,16,Gust,13
267,78,Stun Spore,17
267,234,Morning Sun,20
267,72,Mega Drain,24
267,18,Whirlwind,27
267,213,Attract,31
267,318,Silver Wind,34
267,202,Giga Drain,38
267,405,Bug Buzz,41
267,483,Quiver Dance,45
015,31,Fury Attack,Start
015,31,Fury Attack,10
015,116,Focus Energy,13
015,41,Twineedle,16
015,82,Rage,19
015,228,Pursuit,22
015,390,Toxic Spikes,25
015,42,Pin Missile,28
015,97,Agility,31
015,372,Assurance,34
015,398,Poison Jab,37
015,283,Endeavor,40
015,565,Fell Stinger,45
606,93,Confusion,Start
606,45,Growl,Start
606,377,Heal Block,Start
606,357,Miracle Eye,Start
606,45,Growl,4
606,377,Heal Block,8
606,357,Miracle Eye,11
606,60,Psybeam,15
606,29,Headbutt,18
606,237,Hidden Power,22
606,286,Imprison,25
606,493,Simple Beam,29
606,428,Zen Headbutt,32
606,244,Psych Up,36
606,94,Psychic,39
606,347,Calm Mind,45
606,105,Recover,50
606,470,Guard Split,56
606,471,Power Split,58
606,485,Synchronoise,63
606,472,Wonder Room,68
374,36,Take Down,Start
182,437,Leaf Storm,Start
182,348,Leaf Blade,Start
182,72,Mega Drain,Start
182,230,Sweet Scent,Start
182,78,Stun Spore,Start
182,241,Sunny Day,Start
182,345,Magical Leaf,23
182,572,Petal Blizzard,50
182,437,Leaf Storm,53
069,22,Vine Whip,Start
069,74,Growth,7
069,35,Wrap,11
069,79,Sleep Powder,13
069,77,Poison Powder,15
069,78,Stun Spore,17
069,51,Acid,23
069,282,Knock Off,27
069,230,Sweet Scent,29
069,380,Gastro Acid,35
069,75,Razor Leaf,39
069,21,Slam,41
069,378,Wring Out,47
712,33,Tackle,Start
712,44,Bite,Start
712,106,Harden,Start
712,181,Powder Snow,5
712,196,Icy Wind,10
712,36,Take Down,15
712,159,Sharpen,20
712,174,Curse,22
712,423,Ice Fang,26
712,301,Ice Ball,30
712,229,Rapid Spin,35
712,419,Avalanche,39
712,59,Blizzard,43
712,105,Recover,47
712,38,Double-Edge,49
400,563,Rototiller,Start
400,33,Tackle,Start
400,45,Growl,Start
400,45,Growl,5
400,111,Defense Curl,9
400,205,Rollout,13
400,55,Water Gun,15
400,29,Headbutt,18
400,158,Hyper Fang,23
400,281,Yawn,28
400,133,Amnesia,33
400,36,Take Down,38
400,162,Super Fang,43
400,276,Superpower,48
400,174,Curse,53
399,33,Tackle,Start
399,45,Growl,5
399,111,Defense Curl,9
399,205,Rollout,13
399,29,Headbutt,17
399,158,Hyper Fang,21
399,281,Yawn,25
399,133,Amnesia,29
399,36,Take Down,33
399,162,Super Fang,37
399,276,Superpower,41
399,174,Curse,45
688,504,Shell Smash,Start
688,10,Scratch,Start
688,28,Sand Attack,Start
688,55,Water Gun,4
688,110,Withdraw,7
688,154,Fury Swipes,10
688,163,Slash,13
688,189,Mud-Slap,18
688,128,Clamp,20
688,397,Rock Polish,24
688,246,Ancient Power,28
688,468,Hone Claws,32
688,210,Fury Cutter,37
688,400,Night Slash,41
688,534,Razor Shell,45
688,238,Cross Chop,49
625,12,Guillotine,Start
625,442,Iron Head,Start
625,368,Metal Burst,Start
625,10,Scratch,Start
625,43,Leer,Start
625,210,Fury Cutter,Start
625,259,Torment,Start
625,43,Leer,6
625,210,Fury Cutter,9
625,259,Torment,14
625,185,Feint Attack,17
625,184,Scary Face,22
625,232,Metal Claw,25
625,163,Slash,30
625,372,Assurance,33
625,319,Metal Sound,38
625,373,Embargo,41
625,334,Iron Defense,46
625,400,Night Slash,49
625,442,Iron Head,57
625,14,Swords Dance,63
625,12,Guillotine,71
009,430,Flash Cannon,Start
009,33,Tackle,Start
009,39,Tail Whip,Start
009,61,Bubble,Start
009,110,Withdraw,Start
009,39,Tail Whip,4
009,61,Bubble,7
009,110,Withdraw,10
009,55,Water Gun,13
009,44,Bite,16
009,229,Rapid Spin,20
009,182,Protect,24
009,352,Water Pulse,28
009,401,Aqua Tail,32
009,130,Skull Bash,39
009,334,Iron Defense,46
009,240,Rain Dance,53
009,56,Hydro Pump,60
257,394,Flare Blitz,Start
257,7,Fire Punch,Start
257,136,High Jump Kick,Start
257,10,Scratch,Start
257,45,Growl,Start
257,116,Focus Energy,Start
257,52,Ember,Start
257,116,Focus Energy,7
257,52,Ember,13
257,24,Double Kick,16
257,64,Peck,17
257,28,Sand Attack,21
257,339,Bulk Up,28
257,98,Quick Attack,32
257,299,Blaze Kick,36
257,163,Slash,42
257,413,Brave Bird,49
257,327,Sky Uppercut,59
257,394,Flare Blitz,66
242,38,Double-Edge,Start
242,111,Defense Curl,Start
242,1,Pound,Start
242,45,Growl,Start
242,39,Tail Whip,5
242,287,Refresh,9
242,3,Double Slap,12
242,135,Softboiled,16
242,516,Bestow,20
242,107,Minimize,23
242,36,Take Down,27
242,47,Sing,31
242,374,Fling,34
242,505,Heal Pulse,38
242,121,Egg Bomb,42
242,113,Light Screen,46
242,361,Healing Wish,50
242,38,Double-Edge,54
522,98,Quick Attack,Start
522,39,Tail Whip,4
522,268,Charge,8
522,351,Shock Wave,11
522,86,Thunder Wave,15
522,488,Flame Charge,18
522,228,Pursuit,22
522,209,Spark,25
522,23,Stomp,29
522,435,Discharge,32
522,97,Agility,36
522,528,Wild Charge,39
522,37,Thrash,43
525,33,Tackle,Start
525,106,Harden,Start
525,28,Sand-Attack,Start
525,29,Headbutt,Start
525,106,Harden,4
525,28,Sand-Attack,7
525,29,Headbutt,10
525,350,Rock Blast,14
525,189,Mud-Slap,17
525,334,Iron Defense,20
525,479,Smack Down,23
525,408,Power Gem,25
525,157,Rock Slide,30
525,446,Stealth Rock,36
525,201,Sandstorm,42
525,444,Stone Edge,48
525,153,Explosion,55
438,313,Fake Tears,Start
438,383,Copycat,Start
438,175,Flail,5
438,67,Low Kick,8
438,88,Rock Throw,12
438,102,Mimic,15
438,185,Feint Attack,19
438,317,Rock Tomb,22
438,335,Block,26
438,157,Rock Slide,29
438,68,Counter,33
438,389,Sucker Punch,36
438,38,Double-Edge,40
626,228,Pursuit,Start
626,43,Leer,Start
626,82,Rage,6
626,31,Fury Attack,11
626,30,Horn Attack,16
626,184,Scary Face,21
626,279,Revenge,26
626,543,Head Charge,31
626,116,Focus Energy,36
626,224,Megahorn,41
626,179,Reversal,46
626,37,Thrash,51
626,14,Swords Dance,56
626,416,Giga Impact,61
654,10,Scratch,Start
654,39,Tail Whip,Start
654,52,Ember,5
654,336,Howl,11
654,488,Flame Charge,14
654,83,Fire Spin,22
654,381,Lucky Chant,27
654,113,Light Screen,30
654,53,Flamethrower,41
654,261,Will-O-Wisp,45
654,241,Sunny Day,51
654,478,Magic Room,53
654,126,Fire Blast,55
628,37,Thrash,Start
628,413,Brave Bird,Start
628,18,Whirlwind,Start
628,276,Superpower,Start
628,64,Peck,Start
628,43,Leer,Start
628,31,Fury Attack,Start
628,17,Wing Attack,Start
628,31,Fury Attack,5
628,17,Wing Attack,10
628,468,Hone Claws,14
628,184,Scary Face,19
628,332,Aerial Ace,23
628,163,Slash,28
628,432,Defog,32
628,366,Tailwind,37
628,403,Air Slash,41
628,306,Crush Claw,46
628,507,Sky Drop,50
628,276,Superpower,51
628,18,Whirlwind,57
628,413,Brave Bird,63
628,37,Thrash,70
286,71,Absorb,Start
286,33,Tackle,Start
286,78,Stun Spore,Start
286,73,Leech Seed,Start
286,33,Tackle,5
286,78,Stun Spore,9
286,73,Leech Seed,13
286,72,Mega Drain,17
286,29,Headbutt,21
286,183,Mach Punch,23
286,68,Counter,25
286,395,Force Palm,29
286,327,Sky Uppercut,33
286,170,Mind Reader,37
286,402,Seed Bomb,41
286,223,DynamicPunch,45
437,241,Sunny Day,45
437,240,Rain Dance,45
437,33,Tackle,45
437,93,Confusion,45
437,95,Hypnosis,45
437,286,Imprison,45
437,95,Hypnosis,45
437,286,Imprison,45
437,109,Confuse Ray,45
437,149,Psywave,45
437,334,Iron Defense,45
437,185,Faint Attack,45
437,219,Safeguard,45
437,248,Future Sight,45
437,319,Metal Sound,45
437,335,Block,45
437,360,Gyro Ball,45
437,326,Extrasensory,45
437,371,Payback,45
437,377,Heal Block,45
437,484,Heavy Slam,45
436,33,Tackle,45
436,93,Confusion,45
436,95,Hypnosis,45
436,286,Imprison,45
436,109,Confuse Ray,45
436,149,Psywave,45
436,334,Iron Defense,45
436,185,Faint Attack,45
436,219,Safeguard,45
436,248,Future Sight,45
436,319,Metal Sound,45
436,360,Gyro Ball,45
436,326,Extrasensory,45
436,371,Payback,45
436,377,Heal Block,45
436,484,Heavy Slam,45
406,71,Absorb,Start
406,74,Growth,4
406,346,Water Sport,7
406,78,Stun Spore,10
406,72,Mega Drain,13
406,388,Worry Seed,16
418,49,Sonic Boom,Start
418,45,Growl,4
418,346,Water Sport,7
418,98,Quick Attack,11
418,55,Water Gun,15
418,228,Pursuit,18
418,129,Swift,21
418,453,Aqua Jet,24
418,458,Double Hit,27
418,250,Whirlpool,31
418,13,Razor Wind,35
418,401,Aqua Tail,38
418,97,Agility,41
418,56,Hydro Pump,45
001,33,Tackle,Start
001,45,Growl,3
001,73,Leech Seed,7
001,22,Vine Whip,9
001,77,Poison Powder,13
001,79,Sleep Powder,13
001,36,Take Down,15
001,75,Razor Leaf,19
001,230,Sweet Scent,21
001,74,Growth,25
001,38,Double-Edge,27
001,388,Worry Seed,31
001,235,Synthesis,33
001,402,Seed Bomb,37
427,111,Defense Curl,Start
427,150,Splash,Start
427,1,Pound,Start
427,193,Foresight,Start
427,203,Endure,6
427,608,Baby-Doll Eyes,10
427,218,Frustration,13
427,98,Quick Attack,16
427,26,Jump Kick,23
427,226,Baton Pass,26
427,97,Agility,33
427,146,Dizzy Punch,36
427,495,After You,43
427,204,Charm,46
427,494,Entrainment,50
427,340,Bounce,56
427,361,Healing Wish,63
659,33,Tackle,Start
659,97,Agility,Start
659,43,Leer,Start
659,98,Quick Attack,7
659,3,Double Slap,10
659,36,Take Down,15
659,24,Double Kick,20
659,316,Odor Sleuth,25
659,175,Flail,29
659,340,Bounce,38
659,162,Super Fang,42
659,263,Facade,47
412,182,Protect,Start
412,33,Tackle,10
412,450,Bug Bite,15
412,237,Hidden Power,20
012,93,Confusion,Start
012,93,Confusion,10
012,77,Poison Powder,12
012,78,Stun Spore,12
012,79,Sleep Powder,12
012,16,Gust,16
012,48,Supersonic,18
012,18,Whirlwind,22
012,60,Psybeam,24
012,318,Silver Wind,28
012,366,Tailwind,30
012,476,Rage Powder,34
012,219,Safeguard,36
012,445,Captivate,40
012,405,Bug Buzz,42
012,483,Quiver Dance,46
331,40,Poison Sting,Start
331,43,Leer,Start
