pokemon_id,move_id,name,TM
190,332,Aerial Ace,TM40
190,263,Facade,TM42
190,156,Rest,TM44
190,213,Attract,TM45
190,168,Thief,TM46
190,490,Low Sweep,TM47
190,496,Round,TM48
190,374,Fling,TM56
190,512,Acrobatics,TM62
190,421,Shadow Claw,TM65
190,371,Payback,TM66
190,514,Retaliate,TM67
190,86,Thunder Wave,TM73
190,526,Work Up,TM83
190,138,Dream Eater,TM85
190,447,Grass Knot,TM86
190,207,Swagger,TM87
190,369,U-turn,TM89
190,164,Substitute,TM90
190,249,Rock Smash,TM94
190,15,Cut,HM01
190,70,Strength,HM04
065,473,Psyshock,TM03
065,347,Calm Mind,TM04
065,92,Toxic,TM06
065,237,Hidden Power,TM10
065,241,Sunny Day,TM11
065,269,Taunt,TM12
065,63,Hyper Beam,TM15
065,113,Light Screen,TM16
065,182,Protect,TM17
065,240,Rain Dance,TM18
065,219,Safeguard,TM20
065,218,Frustration,TM21
065,216,Return,TM27
065,94,Psychic,TM29
065,247,Shadow Ball,TM30
065,104,Double Team,TM32
065,115,Reflect,TM33
065,259,Torment,TM41
065,263,Facade,TM42
065,156,Rest,TM44
065,213,Attract,TM45
065,168,Thief,TM46
065,496,Round,TM48
065,411,Focus Blast,TM52
065,412,Energy Ball,TM53
065,374,Fling,TM56
065,451,Charge Beam,TM57
065,373,Embargo,TM63
065,416,Giga Impact,TM68
065,148,Flash,TM70
065,86,Thunder Wave,TM73
065,244,Psych Up,TM77
065,138,Dream Eater,TM85
065,447,Grass Knot,TM86
065,207,Swagger,TM87
065,214,Sleep Talk,TM88
065,164,Substitute,TM90
065,433,Trick Room,TM92
065,605,Dazzling Gleam,TM99
065,590,Confide,TM100
594,347,Calm Mind,TM04
594,92,Toxic,TM06
594,258,Hail,TM07
594,237,Hidden Power,TM10
594,58,Ice Beam,TM13
594,59,Blizzard,TM14
594,113,Light Screen,TM16
594,182,Protect,TM17
594,240,Rain Dance,TM18
594,219,Safeguard,TM20
594,218,Frustration,TM21
594,216,Return,TM27
594,94,Psychic,TM29
594,247,Shadow Ball,TM30
594,104,Double Team,TM32
594,263,Facade,TM42
594,156,Rest,TM44
594,213,Attract,TM45
594,496,Round,TM48
594,503,Scald,TM55
594,244,Psych Up,TM77
594,207,Swagger,TM87
594,214,Sleep Talk,TM88
594,164,Substitute,TM90
594,590,Confide,TM100
594,57,Surf,HM03
594,127,Waterfall,HM05
334,468,Hone Claws,TM01
334,337,Dragon Claw,TM02
334,46,Roar,TM05
334,92,Toxic,TM06
334,237,Hidden Power,TM10
334,241,Sunny Day,TM11
334,58,Ice Beam,TM13
334,63,Hyper Beam,TM15
334,182,Protect,TM17
334,240,Rain Dance,TM18
334,355,Roost,TM19
334,219,Safeguard,TM20
334,218,Frustration,TM21
334,76,Solar Beam,TM22
334,89,Earthquake,TM26
334,216,Return,TM27
334,104,Double Team,TM32
334,53,Flamethrower,TM35
334,126,Fire Blast,TM38
334,332,Aerial Ace,TM40
334,263,Facade,TM42
334,156,Rest,TM44
334,213,Attract,TM45
334,168,Thief,TM46
334,496,Round,TM48
334,497,Echoed Voice,TM49
334,211,Steel Wing,TM51
334,510,Incinerate,TM59
334,416,Giga Impact,TM68
334,244,Psych Up,TM77
334,523,Bulldoze,TM78
334,138,Dream Eater,TM85
334,207,Swagger,TM87
334,214,Sleep Talk,TM88
334,164,Substitute,TM90
334,249,Rock Smash,TM94
334,605,Dazzling Gleam,TM99
334,590,Confide,TM100
334,19,Fly,HM02
698,347,Calm Mind,TM04
698,46,Roar,TM05
698,92,Toxic,TM06
698,258,Hail,TM07
698,237,Hidden Power,TM10
698,58,Ice Beam,TM13
698,59,Blizzard,TM14
698,63,Hyper Beam,TM15
698,113,Light Screen,TM16
698,182,Protect,TM17
698,240,Rain Dance,TM18
698,219,Safeguard,TM20
698,218,Frustration,TM21
698,85,Thunderbolt,TM24
698,216,Return,TM27
698,104,Double Team,TM32
698,115,Reflect,TM33
698,201,Sandstorm,TM37
698,317,Rock Tomb,TM39
698,263,Facade,TM42
698,156,Rest,TM44
698,213,Attract,TM45
698,496,Round,TM48
698,497,Echoed Voice,TM49
698,451,Charge Beam,TM57
698,397,Rock Polish,TM69
698,148,Flash,TM70
698,444,Stone Edge,TM71
698,86,Thunder Wave,TM73
698,244,Psych Up,TM77
698,523,Bulldoze,TM78
698,524,Frost Breath,TM79
698,157,Rock Slide,TM80
698,525,Dragon Tail,TM82
698,138,Dream Eater,TM85
698,207,Swagger,TM87
698,214,Sleep Talk,TM88
698,164,Substitute,TM90
698,430,Flash Cannon,TM91
698,249,Rock Smash,TM94
698,267,Nature Power,TM96
698,399,Dark Pulse,TM97
698,590,Confide,TM100
424,468,Hone Claws,TM01
424,92,Toxic,TM06
424,237,Hidden Power,TM10
424,241,Sunny Day,TM11
424,269,Taunt,TM12
424,63,Hyper Beam,TM15
424,182,Protect,TM17
424,240,Rain Dance,TM18
424,218,Frustration,TM21
424,76,SolarBeam,TM22
424,85,Thunderbolt,TM24
424,9,Thunder,TM25
424,216,Return,TM27
424,91,Dig,TM28
424,247,Shadow Ball,TM30
424,280,Brick Break,TM31
424,104,Double Team,TM32
424,332,Aerial Ace,TM40
424,263,Facade,TM42
424,156,Rest,TM44
424,213,Attract,TM45
424,168,Thief,TM46
424,490,Low Sweep,TM47
424,496,Round,TM48
424,374,Fling,TM56
424,512,Acrobatics,TM62
424,421,Shadow Claw,TM65
424,371,Payback,TM66
424,514,Retaliate,TM67
424,416,Giga Impact,TM68
424,86,Thunder Wave,TM73
424,526,Work Up,TM83
424,138,Dream Eater,TM85
424,447,Grass Knot,TM86
424,207,Swagger,TM87
424,369,U-turn,TM89
424,164,Substitute,TM90
424,249,Rock Smash,TM94
424,15,Cut,HM01
424,70,Strength,HM04
591,92,Toxic,TM06
591,474,Venoshock,TM09
591,237,Hidden Power,TM10
591,241,Sunny Day,TM11
591,63,Hyper Beam,TM15
591,182,Protect,TM17
591,240,Rain Dance,TM18
591,218,Frustration,TM21
591,76,SolarBeam,TM22
591,216,Return,TM27
591,104,Double Team,TM32
591,188,Sludge Bomb,TM36
591,263,Facade,TM42
591,156,Rest,TM44
591,213,Attract,TM45
591,496,Round,TM48
591,412,Energy Ball,TM53
591,371,Payback,TM66
591,416,Giga Impact,TM68
591,148,Flash,TM70
591,447,Grass Knot,TM86
591,207,Swagger,TM87
591,214,Sleep Talk,TM88
591,164,Substitute,TM90
591,267,Nature Power,TM96
591,590,Confide,TM100
181,92,Toxic,TM06
181,237,Hidden Power,TM10
181,63,Hyper Beam,TM15
181,113,Light Screen,TM16
181,182,Protect,TM17
181,240,Rain Dance,TM18
181,219,Safeguard,TM20
181,218,Frustration,TM21
181,85,Thunderbolt,TM24
181,9,Thunder,TM25
181,216,Return,TM27
181,280,Brick Break,TM31
181,104,Double Team,TM32
181,263,Facade,TM42
181,156,Rest,TM44
181,213,Attract,TM45
181,496,Round,TM48
181,497,Echoed Voice,TM49
181,411,Focus Blast,TM52
181,374,Fling,TM56
181,451,Charge Beam,TM57
181,416,Giga Impact,TM68
181,148,Flash,TM70
181,521,Volt Switch,TM72
181,86,Thunder Wave,TM73
181,523,Bulldoze,TM78
181,207,Swagger,TM87
181,214,Sleep Talk,TM88
181,164,Substitute,TM90
181,528,Wild Charge,TM93
181,249,Rock Smash,TM94
181,612,Power-Up Punch,TM98
181,590,Confide,TM100
181,70,Strength,HM04
347,468,Hone Claws,TM01
347,92,Toxic,TM06
347,237,Hidden Power,TM10
347,241,Sunny Day,TM11
347,182,Protect,TM17
347,218,Frustration,TM21
347,479,Smack Down,TM23
347,216,Return,TM27
347,91,Dig,TM28
347,280,Brick Break,TM31
347,104,Double Team,TM32
347,201,Sandstorm,TM37
347,317,Rock Tomb,TM39
347,332,Aerial Ace,TM40
347,263,Facade,TM42
347,156,Rest,TM44
347,213,Attract,TM45
347,496,Round,TM48
347,206,False Swipe,TM54
347,397,Rock Polish,TM69
347,14,Swords Dance,TM75
347,522,Struggle Bug,TM76
347,157,Rock Slide,TM80
347,404,X-Scissor,TM81
347,207,Swagger,TM87
347,164,Substitute,TM90
347,249,Rock Smash,TM94
347,15,Cut,HM01
024,92,Toxic,TM06
024,474,Venoshock,TM09
024,237,Hidden Power,TM10
024,241,Sunny Day,TM11
024,63,Hyper Beam,TM15
024,182,Protect,TM17
024,218,Frustration,TM21
024,89,Earthquake,TM26
024,216,Return,TM27
024,91,Dig,TM28
024,104,Double Team,TM32
024,482,Sludge Wave,TM34
024,188,Sludge Bomb,TM36
024,317,Rock Tomb,TM39
024,259,Torment,TM41
024,263,Facade,TM42
024,156,Rest,TM44
024,213,Attract,TM45
024,168,Thief,TM46
024,496,Round,TM48
024,371,Payback,TM66
024,416,Giga Impact,TM68
024,523,Bulldoze,TM78
024,157,Rock Slide,TM80
024,525,Dragon Tail,TM82
024,611,Infestation,TM83
024,398,Poison Jab,TM84
024,207,Swagger,TM87
024,214,Sleep Talk,TM88
024,164,Substitute,TM90
024,399,Dark Pulse,TM97
024,590,Confide,TM100
024,70,Strength,HM04
059,46,Roar,TM05
059,92,Toxic,TM06
059,237,Hidden Power,TM10
059,241,Sunny Day,TM11
059,63,Hyper Beam,TM15
059,182,Protect,TM17
059,219,Safeguard,TM20
059,218,Frustration,TM21
059,76,SolarBeam,TM22
059,216,Return,TM27
059,91,Dig,TM28
059,104,Double Team,TM32
059,53,Flamethrower,TM35
059,126,Fire Blast,TM38
059,332,Aerial Ace,TM40
059,263,Facade,TM42
059,488,Flame Charge,TM43
059,156,Rest,TM44
059,213,Attract,TM45
059,168,Thief,TM46
059,496,Round,TM48
059,315,Overheat,TM50
059,510,Incinerate,TM59
059,261,Will-O-Wisp,TM61
059,514,Retaliate,TM67
059,416,Giga Impact,TM68
059,523,Bulldoze,TM78
059,207,Swagger,TM87
059,164,Substitute,TM90
059,528,Wild Charge,TM93
059,249,Rock Smash,TM94
059,555,Snarl,TM95
059,70,Strength,HM04
493,468,Hone Claws,TM01
493,337,Dragon Claw,TM02
493,473,Psyshock,TM03
493,347,Calm Mind,TM04
493,46,Roar,TM05
493,92,Toxic,TM06
493,258,Hail,TM07
493,237,Hidden Power,TM10
493,241,Sunny Day,TM11
493,58,Ice Beam,TM13
493,59,Blizzard,TM14
493,63,Hyper Beam,TM15
493,113,Light Screen,TM16
493,182,Protect,TM17
493,240,Rain Dance,TM18
493,219,Safeguard,TM20
493,218,Frustration,TM21
493,76,Solar Beam,TM22
493,85,Thunderbolt,TM24
493,9,Thunder,TM25
493,89,Earthquake,TM26
493,216,Return,TM27
493,94,Psychic,TM29
493,247,Shadow Ball,TM30
493,280,Brick Break,TM31
493,104,Double Team,TM32
493,115,Reflect,TM33
493,53,Flamethrower,TM35
493,188,Sludge Bomb,TM36
493,201,Sandstorm,TM37
493,126,Fire Blast,TM38
493,317,Rock Tomb,TM39
493,332,Aerial Ace,TM40
493,263,Facade,TM42
493,156,Rest,TM44
493,496,Round,TM48
493,497,Echoed Voice,TM49
493,315,Overheat,TM50
493,411,Focus Blast,TM52
493,412,Energy Ball,TM53
493,451,Charge Beam,TM57
493,510,Incinerate,TM59
493,511,Quash,TM60
493,261,Will-O-Wisp,TM61
493,421,Shadow Claw,TM65
493,371,Payback,TM66
493,514,Retaliate,TM67
493,416,Giga Impact,TM68
493,148,Flash,TM70
493,444,Stone Edge,TM71
493,86,Thunder Wave,TM73
493,14,Swords Dance,TM75
493,244,Psych Up,TM77
493,523,Bulldoze,TM78
493,157,Rock Slide,TM80
493,404,X-Scissor,TM81
493,398,Poison Jab,TM84
493,138,Dream Eater,TM85
493,447,Grass Knot,TM86
493,207,Swagger,TM87
493,164,Substitute,TM90
493,430,Flash Cannon,TM91
493,433,Trick Room,TM92
493,249,Rock Smash,TM94
493,555,Snarl,TM95
493,399,Dark Pulse,TM97
493,590,Confide,TM100
493,15,Cut,HM01
493,19,Fly,HM02
493,57,Surf,HM03
493,70,Strength,HM04
493,127,Waterfall,HM05
566,468,Hone Claws,TM01
566,337,Dragon Claw,TM02
566,46,Roar,TM05
566,92,Toxic,TM06
566,237,Hidden Power,TM10
566,269,Taunt,TM12
566,182,Protect,TM17
566,218,Frustration,TM21
566,479,Smack Down,TM23
566,89,Earthquake,TM26
566,216,Return,TM27
566,91,Dig,TM28
566,104,Double Team,TM32
566,201,Sandstorm,TM37
566,317,Rock Tomb,TM39
566,332,Aerial Ace,TM40
566,259,Torment,TM41
566,263,Facade,TM42
566,156,Rest,TM44
566,213,Attract,TM45
566,496,Round,TM48
566,512,Acrobatics,TM62
566,421,Shadow Claw,TM65
566,397,Rock Polish,TM69
566,444,Stone Edge,TM71
566,523,Bulldoze,TM78
566,157,Rock Slide,TM80
566,207,Swagger,TM87
566,365,Pluck,TM88
566,369,U-turn,TM89
566,164,Substitute,TM90
566,249,Rock Smash,TM94
566,15,Cut,HM01
567,468,Hone Claws,TM01
567,337,Dragon Claw,TM02
567,46,Roar,TM05
567,92,Toxic,TM06
567,237,Hidden Power,TM10
567,269,Taunt,TM12
567,63,Hyper Beam,TM15
567,182,Protect,TM17
567,218,Frustration,TM21
567,479,Smack Down,TM23
567,89,Earthquake,TM26
567,216,Return,TM27
567,91,Dig,TM28
567,104,Double Team,TM32
567,201,Sandstorm,TM37
567,317,Rock Tomb,TM39
567,332,Aerial Ace,TM40
567,259,Torment,TM41
567,263,Facade,TM42
567,156,Rest,TM44
567,213,Attract,TM45
567,496,Round,TM48
567,411,Focus Blast,TM52
567,512,Acrobatics,TM62
567,421,Shadow Claw,TM65
567,416,Giga Impact,TM68
567,397,Rock Polish,TM69
567,444,Stone Edge,TM71
567,523,Bulldoze,TM78
567,157,Rock Slide,TM80
567,525,Dragon Tail,TM82
567,207,Swagger,TM87
567,365,Pluck,TM88
567,369,U-turn,TM89
567,164,Substitute,TM90
567,249,Rock Smash,TM94
567,15,Cut,HM01
567,19,Fly,HM02
168,468,Hone Claws,TM01
168,92,Toxic,TM06
168,474,Venoshock,TM09
168,237,Hidden Power,TM10
168,241,Sunny Day,TM11
168,63,Hyper Beam,TM15
168,182,Protect,TM17
168,218,Frustration,TM21
168,76,Solar Beam,TM22
168,216,Return,TM27
168,91,Dig,TM28
168,94,Psychic,TM29
168,104,Double Team,TM32
168,188,Sludge Bomb,TM36
168,263,Facade,TM42
168,156,Rest,TM44
168,213,Attract,TM45
168,168,Thief,TM46
168,496,Round,TM48
168,416,Giga Impact,TM68
168,148,Flash,TM70
168,522,Struggle Bug,TM76
168,404,X-Scissor,TM81
168,611,Infestation,TM83
168,398,Poison Jab,TM84
168,214,Sleep Talk,TM88
168,207,Swagger,TM87
168,164,Substitute,TM90
168,590,Confide,TM100
348,468,Hone Claws,TM01
348,92,Toxic,TM06
348,237,Hidden Power,TM10
348,241,Sunny Day,TM11
348,63,Hyper Beam,TM15
348,182,Protect,TM17
348,218,Frustration,TM21
348,479,Smack Down,TM23
348,89,Earthquake,TM26
348,216,Return,TM27
348,91,Dig,TM28
348,280,Brick Break,TM31
348,104,Double Team,TM32
348,201,Sandstorm,TM37
348,317,Rock Tomb,TM39
348,332,Aerial Ace,TM40
348,263,Facade,TM42
348,156,Rest,TM44
348,213,Attract,TM45
348,496,Round,TM48
348,206,False Swipe,TM54
348,416,Giga Impact,TM68
348,397,Rock Polish,TM69
348,444,Stone Edge,TM71
348,14,Swords Dance,TM75
348,522,Struggle Bug,TM76
348,523,Bulldoze,TM78
348,157,Rock Slide,TM80
348,404,X-Scissor,TM81
348,207,Swagger,TM87
348,164,Substitute,TM90
348,430,Flash Cannon,TM91
348,249,Rock Smash,TM94
348,15,Cut,HM01
348,70,Strength,HM04
683,473,Psyshock,TM03
683,347,Calm Mind,TM04
683,92,Toxic,TM06
683,237,Hidden Power,TM10
683,241,Sunny Day,TM11
683,63,Hyper Beam,TM15
683,113,Light Screen,TM16
683,182,Protect,TM17
683,240,Rain Dance,TM18
683,218,Frustration,TM21
683,85,Thunderbolt,TM24
683,9,Thunder,TM25
683,216,Return,TM27
683,94,Psychic,TM29
683,104,Double Team,TM32
683,115,Reflect,TM33
683,259,Torment,TM41
683,263,Facade,TM42
683,156,Rest,TM44
683,213,Attract,TM45
683,496,Round,TM48
683,497,Echoed Voice,TM49
683,412,Energy Ball,TM53
683,451,Charge Beam,TM57
683,416,Giga Impact,TM68
683,148,Flash,TM70
683,360,Gyro Ball,TM74
683,244,Psych Up,TM77
683,138,Dream Eater,TM85
683,207,Swagger,TM87
683,214,Sleep Talk,TM88
683,164,Substitute,TM90
683,430,Flash Cannon,TM91
683,433,Trick Room,TM92
683,605,Dazzling Gleam,TM99
683,590,Confide,TM100
304,468,Hone Claws,TM01
304,46,Roar,TM05
304,92,Toxic,TM06
304,237,Hidden Power,TM10
304,241,Sunny Day,TM11
304,182,Protect,TM17
304,240,Rain Dance,TM18
304,218,Frustration,TM21
304,89,Earthquake,TM26
304,216,Return,TM27
304,91,Dig,TM28
304,104,Double Team,TM32
304,201,Sandstorm,TM37
304,317,Rock Tomb,TM39
304,332,Aerial Ace,TM40
304,263,Facade,TM42
304,156,Rest,TM44
304,213,Attract,TM45
304,496,Round,TM48
304,421,Shadow Claw,TM65
304,397,Rock Polish,TM69
304,523,Bulldoze,TM78
304,157,Rock Slide,TM80
304,207,Swagger,TM87
304,214,Sleep Talk,TM88
304,164,Substitute,TM90
304,249,Rock Smash,TM94
304,590,Confide,TM100
304,15,Cut,HM01
304,70,Strength,HM04
144,46,Roar,TM05
144,92,Toxic,TM06
144,258,Hail,TM07
144,237,Hidden Power,TM10
144,241,Sunny Day,TM11
144,58,Ice Beam,TM13
144,59,Blizzard,TM14
144,63,Hyper Beam,TM15
144,182,Protect,TM17
144,240,Rain Dance,TM18
144,355,Roost,TM19
144,218,Frustration,TM21
144,216,Return,TM27
144,104,Double Team,TM32
144,115,Reflect,TM33
144,201,Sandstorm,TM37
144,332,Aerial Ace,TM40
144,263,Facade,TM42
144,156,Rest,TM44
144,496,Round,TM48
144,211,Steel Wing,TM51
144,507,Sky Drop,TM58
144,416,Giga Impact,TM68
144,524,Frost Breath,TM79
144,207,Swagger,TM87
144,214,Sleep Talk,TM88
144,369,U-turn,TM89
144,164,Substitute,TM90
144,249,Rock Smash,TM94
144,590,Confide,TM100
144,19,Fly,HM02
531,473,Psyshock,TM03
531,347,Calm Mind,TM04
531,92,Toxic,TM06
531,237,Hidden Power,TM10
531,241,Sunny Day,TM11
531,58,Ice Beam,TM13
531,59,Blizzard,TM14
531,63,Hyper Beam,TM15
531,113,Light Screen,TM16
531,182,Protect,TM17
531,240,Rain Dance,TM18
531,219,Safeguard,TM20
531,218,Frustration,TM21
531,76,Solar Beam,TM22
531,85,Thunderbolt,TM24
531,9,Thunder,TM25
531,216,Return,TM27
531,91,Dig,TM28
531,94,Psychic,TM29
531,247,Shadow Ball,TM30
531,104,Double Team,TM32
531,115,Reflect,TM33
531,53,Flamethrower,TM35
531,126,Fire Blast,TM38
531,263,Facade,TM42
531,156,Rest,TM44
531,213,Attract,TM45
531,496,Round,TM48
531,497,Echoed Voice,TM49
531,374,Fling,TM56
531,451,Charge Beam,TM57
531,510,Incinerate,TM59
531,514,Retaliate,TM67
531,148,Flash,TM70
531,86,Thunder Wave,TM73
531,244,Psych Up,TM77
531,138,Dream Eater,TM85
531,447,Grass Knot,TM86
531,207,Swagger,TM87
531,214,Sleep Talk,TM88
531,164,Substitute,TM90
531,433,Trick Room,TM92
531,528,Wild Charge,TM93
531,612,Power-Up Punch,TM98
531,605,Dazzling Gleam,TM99
